link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1)
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,5,1800,47,299.8,21.382427226675183,-2.474498513976669,17.412516273656074,1191.4,21.234252248601344,1.1428895686496854,57.521423632592004,1494.4,138.88359962833232
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,5,2000,47,284.2,22.099950872024387,-2.572124552494876,22.323334498002176,1199.4,21.3878237647988,1.2182627487947955,67.5182945197682,1485.2,155.99188058121544
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,600,47,8.2,35.916237241826124,-0.8186384195284839,0.0,546.4,48.7039440773603,0.2520733960579184,0.0,555.2,0.6352451702648734
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,800,47,11.0,36.33477075605892,-1.17975042383194,0.0,721.8,47.836606366402485,0.37181619174697017,0.0,733.2,0.9682761294619917
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,1000,47,22.6,35.99081709294849,-1.6656921405200524,0.0,895.6,46.38518209623004,0.46092106591791165,0.0,918.6,1.5519717638235893
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,1200,47,38.6,34.12367689903327,-2.974618018935476,0.0,1074.6,43.55844201473151,0.64011420680245,0.0,1113.6,3.061705443628128
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,1500,47,148.4,27.393272455951166,-2.9308322035784196,0.0,1236.2,32.991301152999554,1.1169317404761898,1.232645118461527,1383.4,15.703013384032753
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,1800,47,224.0,24.574867239708595,-2.775723017576264,10.611664591393643,1266.4,25.200788042904314,1.512366476287832,42.946544267982986,1491.8,121.17071846605722
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,6,2000,47,210.2,25.065873043684423,-2.91985184332762,16.24200177617869,1280.2,25.7869716883202,1.5414560924229668,49.717395966441856,1491.0,135.71973309709693
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,600,47,8.8,35.6406564149273,-2.595253253034801,0.0,545.8,48.57873656898362,0.22375839093539063,0.0,555.2,0.6383537076984601
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,800,47,13.2,36.10890174721062,-1.3547704779301912,0.0,719.6,47.729641494821614,0.33835502422928937,0.0,733.2,0.9505824253671988
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,1000,47,27.2,35.85202843653261,-2.1332752311786103,0.0,891.0,46.03848660871306,0.386076747400402,0.0,918.6,1.5720629063105362
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,1200,47,45.8,34.398756587342056,-3.373088486869726,0.0,1067.2,43.52716953812949,0.5586660561548655,0.00033149171270718233,1113.6,2.867875831445422
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,1500,47,164.4,27.755523232249526,-3.7834067138086582,0.0,1220.0,32.34735733607352,0.9660755011342221,1.1010279068413922,1383.4,15.119850181253877
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,1800,47,247.6,23.461661118855947,-2.6887422236003156,13.17903258117164,1233.0,23.608250573528835,1.2806714464547126,45.71198007317489,1480.8,125.96792044921185
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,7,2000,47,237.6,24.071021284979686,-2.699831532822423,17.902697045918202,1248.2,24.28941463263423,1.4442137076820274,52.43683028663082,1485.6,139.9127148700071
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,600,47,8.2,36.54676347653926,-0.47767270667325007,0.0,546.6,48.899734791474486,0.21506585541927353,0.0,555.0,0.7008601829711759
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,800,47,12.4,37.22202901001247,-1.719895101744924,0.0,720.4,48.24166480110237,0.31510058599688434,0.0,733.2,1.0739351536556114
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,1000,47,21.4,36.40199841551639,-1.4322196517572618,0.0,896.6,47.008798265203396,0.4371041094248265,0.0,918.8,1.663736183084524
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,1200,47,32.4,34.875387098396324,-2.4752070139021094,0.0,1080.8,44.337661840595786,0.7728867990183282,0.0,1113.6,3.3087943386563077
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,1500,47,93.6,31.646721496839444,-2.1850729400699054,0.0,1291.6,37.36069288233288,1.4472859301673446,0.4034761839495137,1385.0,15.263191863533436
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,1800,47,151.0,27.99603201348385,-2.4406677259170624,4.503025172255927,1336.4,30.539048083121315,1.86454715139648,26.183603534326323,1488.2,100.21171230838345
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.98,0.02,8,2000,47,154.4,28.132791720836828,-2.437703851086953,5.709730738825261,1329.2,30.778223996040545,1.779823834772713,30.37621608336271,1483.4,109.6888050367219
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,600,47,21.4,35.41589160241981,-3.9307333935983406,0.0,533.2,49.57130490270977,-1.0855971925168386,0.0,555.0,0.792399329137559
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,800,47,42.2,35.75144769490878,-3.37175136719435,0.0,690.6,48.1512877603371,-0.9224594139617818,0.0,733.0,1.0300157849070242
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,1000,47,76.2,34.68120666066971,-3.9712897040041595,0.0,842.2,45.511752414473825,-0.8639892833384764,0.0017445296991055702,918.4,1.7894191355296605
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,1200,47,170.2,29.404528170259162,-5.282949261868101,0.0,942.6,38.56231761898072,-0.9004924380862438,0.06561313366048065,1113.8,4.70335116509317
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,1500,47,567.0,11.604838663330412,-0.7626821160540473,18.751708459740307,737.2,11.233789968904846,-0.035099674043741036,66.39130240363752,1302.2,111.74151845669181
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,1800,47,593.2,10.996025079334094,-0.4448700728909788,66.70308044336792,720.2,8.559169607388842,0.07434711070762835,147.95678273762377,1313.2,219.40108342609216
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,1,2000,47,597.4,10.975686345284023,-0.49644057270858805,65.97603877164215,715.8,8.500357814496937,0.17675886049723472,154.55378204689782,1312.0,230.47509471165955
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,600,47,16.6,36.91761795694763,-2.2424222605296142,0.0,538.0,48.45628945054146,-0.15130233960377387,0.0,555.0,0.5839919384875711
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,800,47,34.4,35.213701376955804,-3.1428587480340173,0.0,698.4,46.98559851137743,-0.19444755363727872,0.0,733.2,1.006854283466683
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,1000,47,62.2,34.28687656679449,-4.016077298127729,0.0,856.0,44.8622631712938,-0.24373047011314614,0.0015788549350193195,918.2,1.6802060707007396
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,1200,47,127.0,30.62848288043275,-4.787296622108586,0.0,985.8,39.38181255382337,-0.3510659699604931,0.038075361066396064,1112.8,3.969775763347415
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,1500,47,532.2,13.367676780283634,-1.1446529836666202,14.456326971626675,782.0,11.705155869456977,0.07331455295945952,52.82459768741571,1312.0,97.67099541400971
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,1800,47,521.0,13.932607056091115,-0.8279686844387545,48.089512227332534,822.8,10.95164309931872,0.3255457557164788,113.59085004069998,1344.6,195.52134591504242
