link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,,MPR,truck,Distr.,Volume,TTCs,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,6,1500,47,74.6,28.11564543,-3.338637778,0,1312.6,35.60634644,1.255395819,1.05297148,1386.2,13.98388465,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,6,1800,47,135.2,24.58107431,-2.807974124,9.599133915,1351.8,27.0953664,1.774912528,39.63021915,1487.8,121.2514659,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,6,2000,47,115.6,24.99578391,-2.711966168,14.94363058,1367.2,28.30162816,1.807340203,46.21677619,1483,136.2189128,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,600,47,5.2,36.48676795,-0.640331857,0,549.2,50.23395157,0.154147056,0,555.2,0.607781067,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,800,47,6.6,36.21688924,-0.662564509,0,726.4,49.2342723,0.259754878,0,733.6,0.88891551,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,1000,47,12.2,34.80417635,-1.426628403,0,906,47.6014189,0.439814232,0.000869565,918.6,1.487540314,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,1200,47,20.4,32.9292293,-3.158798567,0,1092.4,44.39074524,0.587851504,0,1113.4,2.939999154,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,1500,47,89.4,28.06665514,-3.790361264,0.037217391,1297.6,35.22255392,1.096098588,1.425376293,1386.6,14.38812932,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,1800,47,148.8,24.08907117,-2.829979707,14.80866479,1334.4,25.65303514,1.616407175,41.25210774,1484.2,124.9695682,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,7,2000,47,141,24.07772603,-2.690519385,20.00230727,1340.6,26.04590146,1.687293251,47.99334748,1482.6,140.0134626,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,600,47,5.2,35.99197513,-0.365600317,0,549.4,50.45802587,0.148844814,0,555.2,0.743667821,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,800,47,5.8,37.0442956,-1.078473446,0,727.2,49.53834928,0.26056226,0,733.8,1.093343468,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,1000,47,10.6,35.81959336,-0.147748448,0,907.4,47.8009463,0.516262079,0,918.6,1.833821678,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,1200,47,14.6,34.4936129,-2.55918058,0,1098.4,45.43167958,0.815109285,0,1113.4,3.399910912,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,1500,47,51.6,30.387921,-2.282378872,0,1335,38.08843368,1.503037056,0.116083056,1385.4,13.69835904,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,1800,47,87.2,27.28188402,-2.508575056,5.659410626,1395.4,31.19009908,1.977938523,25.17327411,1482.6,103.7235347,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,8,2000,47,89.4,26.57248655,-2.614471822,7.562756766,1387,31.36658266,2.040618816,30.8900528,1475.4,114.8451441,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,600,47,16.2,36.36791669,-3.22199042,0,538.2,51.33700086,-0.957518805,0,554.8,0.722832053,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,800,47,27.8,35.64103832,-3.158490266,0,705.2,50.30059491,-0.835798016,0,733,0.858393274,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,1000,47,43.4,34.78977538,-3.676430044,0,874.8,48.31196352,-0.871340879,0.002096142,918.8,1.255763044,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,1200,47,100,31.45976833,-4.619439511,0,1012.6,43.92634743,-0.962893353,0.048888653,1113.6,2.962200675,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,1500,47,562.6,9.522698816,-0.803367198,29.07112755,714,8.839984826,0.074821405,83.74517241,1273,134.8031856,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,1800,47,574.4,8.97488673,-0.376182547,72.2227277,704.8,7.842583214,0.118017737,164.1102219,1279.8,234.4508148,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,1,2000,47,589.2,8.801350403,-0.380555869,72.55598288,694.6,7.684273253,0.103593958,166.9115089,1283.8,242.9354503,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,600,47,12,35.4096131,-2.801074616,0,542.6,50.05141434,-0.167758725,0,555,0.593177157,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,800,47,20.2,35.74227386,-2.758098158,0,713,49.30487851,-0.147591502,0,733.4,0.718597127,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,1000,47,32.4,35.42076738,-3.071878111,0,885.8,47.37618805,-0.175753234,0.000506051,918.8,1.156885423,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,1200,47,76.6,31.15437559,-4.538948769,0,1035.6,42.68018473,-0.285470088,0.093182904,1112,3.093484942,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,1500,47,482.2,12.35385791,-1.36793243,17.89579005,814.8,13.38206085,0.070895555,61.27144832,1293.2,107.8637642,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,1800,47,510.4,10.99216205,-0.618101637,45.57929617,793.6,9.752714088,0.258072608,133.5523427,1304.8,213.1886857,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,2,2000,47,510.6,11.12980518,-0.54725942,48.50269399,794,9.590384406,0.267169387,138.9769094,1305.4,221.6944471,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,600,47,11.6,35.02174558,-3.884362638,0,543,49.87649197,-0.102275921,0,555,0.684836151,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,800,47,15.6,36.71893002,-2.755716081,0,717.6,49.15149873,-0.109733709,0,733.6,0.800041365,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,1000,47,25.4,34.90332532,-3.164548883,0,892.8,47.27145344,-0.068097967,0.000372807,919,1.26890071,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,1200,47,58.6,31.22365655,-4.724682713,0,1054.2,42.77535722,-0.091970835,0.067619003,1113.2,3.204385789,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,1500,47,380,14.72944328,-1.8793073,12.33767603,932.8,19.22724329,0.174456028,42.94786736,1309.6,86.52368349,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,1800,47,443,12.90764767,-0.85275843,40.06582547,879.6,11.71458408,0.399542574,114.668724,1324.2,200.8122051,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,3,2000,47,440.2,12.53865628,-0.912427972,43.83709326,877.2,11.95074244,0.43349226,124.5988709,1318.8,212.71066,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,600,47,10.2,34.79567836,-3.782998198,0,544.4,49.91328521,-0.075578197,0,555,0.673812989,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,800,47,15,37.4564689,-2.102579823,0,718.2,49.14889745,-0.04659009,0,733.6,0.803425095,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,1000,47,22.2,34.45060957,-2.403984677,0,896,47.05880008,0.013164986,0.000371991,918.8,1.372835281,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,1200,47,54.4,32.0150166,-4.542065246,0,1058.4,43.22947662,-0.040770318,0.002963417,1113.4,2.885619243,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,1500,47,341.8,15.39603652,-1.823257201,10.70232777,976,21.40473597,0.276179047,41.27703802,1315.6,85.36014541,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,1800,47,414.4,13.06665032,-0.981036348,39.62757118,916.2,13.18892356,0.543173058,104.5128355,1330.6,194.3739689,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,4,2000,47,411.4,14.41169385,-0.889168229,37.93561013,924.2,12.49456618,0.453608171,109.7023501,1336.2,203.0316812,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,600,47,5.8,35.01599325,-1.568946426,0,548.8,49.71815373,0.24821314,0,555,0.666636702,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,800,47,8.6,36.32940831,-2.371598981,0,724.6,48.68047188,0.275246354,0,733.8,0.920429119,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,1000,47,14,34.4342731,-2.231251969,0,904.2,46.55840414,0.342528886,0,919,1.690829164,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,1200,47,31.2,31.32178168,-3.964055526,0,1081.2,42.68804659,0.494963609,0.001968426,1113,3.5281976,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,1500,47,242.6,18.83404798,-2.67792813,1.78122718,1105.4,24.02640169,0.834098551,20.70163039,1344.6,60.80764548,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,1800,47,235.2,18.90201574,-1.937475002,12.23609936,1147.6,20.16891527,1.210627618,69.95740955,1386.2,161.6946936,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,5,2000,47,222.6,20.43471763,-2.151112373,17.08268775,1172.2,20.08219697,1.178972729,70.00696925,1394.8,167.1484725,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,600,47,5.4,36.83714535,-0.33350219,0,549,49.98926608,0.225601243,0,555,0.748555924,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,800,47,6.6,35.99223606,-2.079884017,0,726.6,48.93082357,0.248729175,0,733.6,1.085665479,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,1000,47,10.8,34.07224984,-2.29062761,0,907.4,46.77801652,0.494209692,0,919,1.955353769,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,1200,47,23.6,30.57651739,-3.153870545,0,1088,42.89859092,0.727180003,0.049467989,1111.6,4.55706944,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,1500,47,145.2,22.13155123,-2.485603881,1.257924912,1211,27.65265496,1.314592497,11.74756989,1354.6,49.24150048,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,1800,47,155,22.76717762,-2.58520893,10.70331946,1241.4,23.65725362,1.443850707,48.39809851,1396,139.3733781,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,6,2000,47,162.8,22.10937317,-2.524152293,14.21160839,1219,22.71953921,1.361240007,57.5224467,1382.6,152.0712719,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,600,47,6,36.01556578,-1.84759568,0,548.4,49.94405994,0.224411686,0,555,0.737199845,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,800,47,7.8,35.58313554,-2.918560833,0,725.4,48.90949496,0.236541533,0,733.6,1.049469687,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,1000,47,12.8,34.60771054,-2.569952829,0,905.4,46.9651431,0.40676519,0,919,1.81484187,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,1200,47,26.6,31.69309126,-3.518657039,0,1086,42.88234478,0.632405239,0,1113.2,3.963327301,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,1500,47,169.6,22.53826877,-2.665219382,2.105646055,1185,26.10962303,1.0426968,14.50111565,1354.4,53.37364984,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,1800,47,177.2,21.80128111,-2.535042672,16.42909481,1207.8,21.97117722,1.378625174,52.97872136,1384.6,145.4847062,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,7,2000,47,177.6,21.61461079,-2.426629993,15.53466863,1206.8,22.13631735,1.327701701,57.93505556,1384.6,153.3543279,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,600,47,4.4,35.92247856,0.401576169,0,550.2,50.21767852,0.17018064,0,555,0.847116025,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,800,47,6.2,36.38528851,-1.777123798,0,727,49.31539613,0.269962226,0,733.8,1.206382075,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,1000,47,9.4,35.76075198,-2.195125071,0,908.8,47.31015469,0.534586558,0,918.8,2.090205479,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,1200,47,16.4,32.47292611,-2.116466074,0,1096.4,43.98986569,0.795696556,0,1113.2,4.841384012,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,1500,47,90.2,26.29775351,-3.073208149,0.839534561,1272.6,30.86468649,1.577656547,6.597298157,1362.2,45.72334487,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,1800,47,112.4,24.15844232,-2.511538671,5.999526043,1275,27.18180247,1.624944343,33.86673577,1385.6,120.3842319,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.6,0.2,8,2000,47,129.8,22.81586693,-2.76480287,8.7780801,1244.8,25.62984377,1.548500673,39.79360427,1374.6,129.6735137,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,600,47,9.6,37.51123479,-0.832986115,0,545,54.73085054,-0.875813259,0,554.8,0.380768341,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,800,47,14.8,37.59337007,0.011249838,0,718.4,54.02915142,-0.849635429,0.000550206,732.8,0.462200658,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,1000,47,24.8,35.83125905,-2.062248675,0,893.2,53.30403922,-0.883485833,0,918.8,0.573234507,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,1200,47,42.2,35.73996069,-3.163133726,0,1070,51.82913278,-0.990859636,0,1113.2,0.863834726,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,1500,47,86.8,33.39697336,-4.303810213,0,1298.8,48.02625904,-1.145753317,0.016867834,1383.6,2.066468852,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,1800,47,613.4,7.928980686,-0.755936297,32.12559292,957.8,14.1281527,-0.188239233,47.74925725,1565.8,90.57056691,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,1,2000,47,691.2,6.583208204,-0.326360075,88.64959933,871,8.040646581,0.122435945,148.6636463,1561.8,221.1210451,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,600,47,3.8,35.99628052,-0.337436341,0,550.8,53.49232562,-0.14732641,0,554.8,0.342707151,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,800,47,8.8,36.75077239,-1.214707013,0,724.4,52.94750334,-0.181269258,0,733,0.427594446,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,1000,47,14.8,35.86374996,-2.206893235,0,903.2,51.96418942,-0.165109517,0,919,0.615818626,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,1200,47,22.2,34.96220606,-3.638617735,0,1090.2,50.25256271,-0.241187018,0.000263389,1113.2,0.975552246,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,1500,47,56,33.79328786,-4.5088688,0,1330,46.70208507,-0.352542952,0.006137591,1384,2.037039182,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,1800,47,560.2,9.551799949,-1.251289865,18.88386794,1025.8,17.34466667,-0.001779166,40.67488906,1580.2,75.88804098,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,2,2000,47,665.6,7.118394433,-0.497083127,63.62595528,907.6,9.736222019,0.040323252,142.5563842,1569.6,205.0975392,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,600,47,4.4,36.76423248,-2.299848552,0,550.2,53.41491343,-0.132392282,0,554.8,0.388111802,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,800,47,7.6,38.22451955,0.195303501,0,725.6,52.85193317,-0.17089047,0,733,0.47389746,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,1000,47,10.4,36.58604841,-2.0267076,0,907.6,51.80589838,-0.176687323,0,918.8,0.686109322,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,1200,47,17.2,36.45129443,-2.337222076,0,1095.2,50.43421502,-0.186854471,0,1113.2,0.983487818,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,1500,47,37.6,33.91878287,-3.286754011,0,1347.8,47.09133841,-0.112137019,0.005756768,1383.8,2.122862291,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,1800,47,327.8,15.84202216,-2.55402954,8.573381126,1280.6,30.20883192,-0.087030632,15.89728716,1602.8,38.48283219,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,3,2000,47,662.2,6.821224526,-0.351889814,49.48125734,908.6,9.678410565,0.08422228,145.1748917,1567,204.4111099,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,600,47,4.2,36.58067559,-2.383507846,0,550.2,53.39770263,-0.126517376,0,554.8,0.392676647,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,800,47,7.8,38.27620674,-0.681285531,0,725.4,52.82155019,-0.164959585,0,733,0.476903413,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,1000,47,10,36.758996,-1.48296583,0,908,51.82196591,-0.147398387,0,918.8,0.679130746,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,1200,47,15.8,35.48343604,-3.037793823,0,1096.6,50.2990159,-0.147172969,0,1113.2,1.035510608,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,1500,47,36.6,34.35674783,-3.320572052,0,1348.8,47.13898215,-0.104628686,0.004636596,1383.8,2.138104241,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,1800,47,297.8,18.57016736,-3.387913759,8.756125692,1314.2,30.62640821,-0.034893602,14.56891998,1607.8,34.55665971,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,4,2000,47,650.4,7.01335869,-0.388863926,49.00889608,924,10.15345669,0.129066126,138.8451418,1570.2,201.64752,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,600,47,2.6,39.67369971,0.8687097,0,552,53.10927792,0.086638846,0,554.8,0.388024044,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,800,47,4,37.28753171,-0.674828591,0,729.2,52.35833651,0.076372503,0,733,0.540578384,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,1000,47,6.4,36.40399397,-2.320705499,0,911.6,51.33555719,0.118833629,0,918.8,0.819696749,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,1200,47,8.2,35.02898115,-2.345961336,0,1104.4,50.03083554,0.152129847,0,1113.4,1.131282037,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,1500,47,19.6,35.41321931,-2.05898236,0,1365.4,47.08088478,0.310753628,0.000178838,1383.6,2.114373303,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,1800,47,231,19.21283616,-2.995829254,4.250466756,1398.2,32.89085802,0.540539068,10.0383522,1626,27.0469903,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,5,2000,47,627.8,8.287581665,-0.602187751,34.88432644,961.2,11.24618009,0.151545685,125.5610327,1586.6,184.333503,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,600,47,2,39.05439289,0.246998078,0,552.6,53.27291309,0.086075425,0,554.8,0.442751682,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,800,47,3.2,36.90608966,-2.481771226,0,730,52.50937172,0.109480779,0,733.2,0.630365137,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,1000,47,5.2,37.90851403,-2.015789808,0,912.8,51.47440167,0.107227617,0,918.8,0.896747182,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,1200,47,6.4,34.73510521,-4.41260822,0,1106.6,50.19404199,0.23108448,0,1113.2,1.277052244,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,1500,47,13,34.52858441,-3.308354004,0,1372.4,47.78946631,0.496393396,0.000356347,1383.8,2.38879646,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,1800,47,55.6,29.65437886,-3.995963613,0,1597.2,40.72657201,0.96302119,0.068876365,1652.6,7.533998608,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,6,2000,47,263.4,19.98845869,-2.59505875,8.6613005,1493.4,24.78376965,1.115507438,26.67345683,1755.2,76.34460499,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,600,47,2.4,38.56879332,-0.274283683,0,552.2,53.26630466,0.070317706,0,554.8,0.439476073,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,800,47,3.4,37.86744354,-0.163082525,0,729.8,52.46646545,0.10392356,0,733.2,0.618895012,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,1000,47,6.2,36.21387936,-2.848283694,0,911.8,51.45253728,0.125893076,0,918.8,0.892828988,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,1200,47,7.6,35.10981009,-3.489760062,0,1105.4,50.10780122,0.181798171,0,1113.2,1.253105905,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,1500,47,16.4,35.16276076,-3.100169487,0,1369,47.49918065,0.379841979,0.000148258,1383.8,2.306806321,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,1800,47,68.4,29.55661282,-3.958696345,0,1584.8,39.8685083,0.756737484,0.205085374,1653,8.381273096,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,7,2000,47,321.8,18.72217808,-2.460641602,11.2081594,1418.8,22.9111949,0.939302212,34.00052859,1739.2,84.01784579,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,600,47,2.8,37.78600796,1.633484748,0,552,53.40243877,0.000388383,0,554.8,0.516110282,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,800,47,2.4,36.75764732,0.026456342,0,730.8,52.78937985,0.009345022,0,733.2,0.701012177,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,1000,47,4.2,37.19926844,0.794670848,0,913.8,51.71363113,0.102935836,0,918.8,1.035515905,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,1200,47,4.6,35.14339527,-2.19766964,0,1108.4,50.6682049,0.21316412,0,1113.2,1.436749106,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,1500,47,12.8,35.62700788,-2.536942162,0,1372,48.05117544,0.436608281,0.000207254,1384,2.706924083,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,1800,47,34.4,33.29402785,-2.50610525,0,1618.2,42.87253397,0.922944674,0.003284116,1652,7.235537022,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.48,0.02,8,2000,47,99.6,28.69452818,-3.615879947,0.575438523,1717.4,35.12173268,1.428198644,2.72072863,1816,33.9018196,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,600,47,11,36.30646791,-2.584714797,0,543.4,54.27137357,-0.781060437,0,554.6,0.474966725,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,800,47,17.4,37.16798392,-1.033030389,0,715.6,53.55071809,-0.713423128,0,732.8,0.55583125,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,1000,47,31.2,35.4559728,-2.707911525,0,887,52.50958465,-0.784002588,0.000796359,919,0.767873434,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,1200,47,52.8,34.84326296,-3.791961869,0,1059.2,50.24508523,-0.958620238,0.001439733,1113.4,1.320742696,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,1500,47,191.4,25.35255534,-5.002295404,2.288101649,1194.8,40.47410415,-1.052639751,1.350695812,1385.4,8.678155862,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,1800,47,629.2,6.614605815,-0.29516011,77.18572566,835,8.302030762,0.009106582,123.7157598,1461.2,189.1222842,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,1,2000,47,646.8,6.323618156,-0.199626231,108.6848769,810,7.479491667,0.063824205,170.1951067,1456.6,245.6120185,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.49,0.01,0.4,0.1,2,600,47,4.8,35.68690869,-4.635793192,0,549.8,53.26218891,-0.161749777,0,554.8,0.406345103,,,,,,,,,,
