Summary Group , Total, unclassified,crossing,rear end,lane change
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_273.trj,1295,0,0,1152,143
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_274.trj,1097,0,0,960,137
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_275.trj,1360,0,0,1179,181
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_276.trj,1153,0,1,1012,140
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_277.trj,1323,0,0,1172,151
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_278.trj,1255,0,0,1094,161
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_279.trj,1232,0,0,1098,134
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_280.trj,1037,0,0,895,142
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_282.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_283.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_287.trj,4,0,0,4,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_289.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_291.trj,7,0,0,5,2
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_292.trj,2,0,0,2,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_293.trj,4,0,0,4,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_294.trj,5,0,0,4,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_295.trj,3,0,0,2,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_296.trj,10,0,0,9,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_297.trj,31,0,0,25,6
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_298.trj,37,0,0,33,4
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_299.trj,7,0,0,7,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_300.trj,30,0,0,23,7

