link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1000,47,13.4,35.34808623,-3.021673848,0,904.8,50.60766201,-0.017152086,0,918.4,1.007587976,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1200,47,25.8,32.46859582,-4.746699531,0,1087,48.43507696,-0.023014092,0.000632395,1113.4,1.81491656,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1500,47,118.8,24.73042485,-4.916469543,1.532071346,1265,38.50218248,-0.008784523,1.468344364,1383.2,10.11165461,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1800,47,575.6,6.48913155,-0.23845617,67.1282806,807.8,8.386704163,0.064750702,147.0821157,1381.6,218.0798452,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,2000,47,580.8,6.223735898,-0.042323339,79.50180422,793,7.975710539,0.110320793,180.7601429,1373,253.5960387,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,600,47,3.6,34.81714385,-3.467724841,0,551,53.04268163,0.016131674,0,554.8,0.588108705,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,800,47,6,37.84386498,-1.76288132,0,727.2,52.32971169,0.054586695,0,733.4,0.784916611,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1000,47,10,35.23636809,-2.802594218,0,908.2,50.79218593,0.092851366,0,918.6,1.253066324,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1200,47,15,32.22958185,-3.570268433,0,1098,48.58573783,0.22142968,0.000463458,1113.4,2.082229586,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1500,47,49.8,27.54101894,-3.809346262,0,1335.2,41.42765797,0.476743366,0.137457238,1384.8,6.474369374,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1800,47,400.2,10.5352,-1.080490116,33.19674394,1060.4,15.89617428,0.432762736,81.87632616,1455,142.5663364,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,2000,47,518.4,7.296238109,-0.322149855,56.35298192,876.6,8.693655356,0.183097517,164.5470155,1391.4,239.5499897,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,600,47,3.6,35.33501692,-3.495751066,0,551,53.02937362,0.018937563,0,554.8,0.58107887,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,800,47,6.8,36.8497368,-2.639292993,0,726.4,52.32489799,0.05404829,0,733.4,0.776973184,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1000,47,11.4,35.23308179,-3.191393347,0,906.8,50.73770182,0.046642566,0,918.6,1.236202842,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1200,47,18.8,31.73281492,-3.972009819,0,1094,48.42538467,0.15742655,0.001678358,1113.4,2.089993576,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1500,47,57,28.11878378,-4.913822059,0,1328.2,40.81645319,0.355921783,0.069738033,1385,6.392473252,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1800,47,477,8.686478887,-0.52797299,38.68894454,940.2,10.40406867,0.248017641,107.6337957,1413.6,177.845883,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,2000,47,527.2,7.011325672,-0.214240354,56.62990033,862.6,8.466550266,0.144891137,166.9519794,1386,240.734958,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,600,47,2.6,35.28234198,-4.495422818,0,552.2,53.19362289,0.027239539,0,554.8,0.607557632,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,800,47,5.4,36.30351076,-3.979865228,0,727.8,52.44099791,-0.011092027,0,733.4,0.828773003,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1000,47,9,35.65661048,-3.347736857,0,909.2,51.1647465,0.08868413,0,918.6,1.259800904,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1200,47,10.8,34.8717393,-2.023627607,0,1102.2,49.12865235,0.149051908,0,1113.4,2.126422682,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1500,47,38.6,29.6173551,-3.682478295,0,1346.8,42.99140435,0.50282988,0.163537896,1385,6.341679022,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1800,47,317.8,15.09524192,-1.667956491,17.55129795,1181.2,19.63443103,0.557634949,57.52952998,1495.8,114.838954,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,2000,47,499.2,7.974382542,-0.408265215,45.25086189,903.6,10.03107378,0.179922101,148.9184895,1397.8,226.8931637,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,600,47,5.6,35.46981254,-4.383059092,0,549.2,57.62184614,-0.339521434,0,554.6,0.20171758,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,800,47,11.8,37.6201554,-1.771342906,0,721.2,57.30409309,-0.361898583,0,733,0.230522818,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1000,47,21,35.26200419,-4.778198059,0,896.6,56.5650378,-0.451631966,0,918.8,0.393209695,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1200,47,39.2,34.44449476,-5.90057783,0,1072.4,55.66671659,-0.562915001,0,1113.2,0.673682319,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1500,47,74.2,33.06928973,-6.396928214,0,1311,53.41512899,-0.812760865,0.000126283,1383.8,1.460438847,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1800,47,211,18.0285806,-4.228975547,33.77078149,1439.8,45.17767455,-1.205260859,0.953653315,1644.2,14.57707663,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,2000,47,449.4,6.248637392,-0.555292886,93.31371071,1319.8,26.64395056,-0.259504949,27.69554089,1761.8,86.68591373,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,600,47,2.8,35.34496243,-6.054184997,0,551.8,57.00146314,-0.071208809,0,554.6,0.211315893,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,800,47,3.6,37.30063326,-1.553649993,0,729.4,56.62271661,-0.121966981,0,733,0.25856739,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1000,47,8,36.39096757,-4.906990377,0,909.6,55.93704125,-0.129485923,0,918.8,0.375447119,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1200,47,11.4,33.74870956,-7.449505953,0,1100.6,55.09225994,-0.233386866,0,1113,0.552814232,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1500,47,22,34.53078005,-5.966659952,0,1363.2,53.20250219,-0.339766655,0.000307692,1384,0.993269504,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1800,47,60.2,30.96221935,-6.71015554,0.089859155,1592.8,47.70446643,-0.510323217,0.025209954,1652.6,2.861357256,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,2000,47,188.6,19.77127757,-4.453016324,28.62783685,1618.6,37.84037331,-0.418163551,3.996444933,1803,20.35315945,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,600,47,3,35.92393922,-5.893204978,0,551.6,56.97588695,-0.06511876,0,554.6,0.214302525,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,800,47,3.4,37.25252578,-2.454374721,0,729.6,56.61889033,-0.114655774,0,733,0.254185713,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1000,47,7.6,36.48910368,-4.670669117,0,910,55.8198006,-0.14266802,0,918.8,0.405004749,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1200,47,11,34.16044592,-7.854819317,0,1101,55.01704213,-0.222654805,0,1113,0.579040104,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1500,47,21,34.35542345,-6.533270835,0,1364.2,53.15399367,-0.304810143,0.000172662,1384,1.002443831,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1800,47,49.4,32.29950876,-6.4065141,0,1603.6,48.25005753,-0.43344306,0.003612476,1651.6,2.478788397,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,2000,47,161,23.33025923,-5.369129545,14.66239144,1656.8,39.18533967,-0.243498374,1.747229258,1816.6,13.76029305,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,600,47,3,35.97100754,-5.864283835,0,551.6,56.95774028,-0.065937559,0,554.6,0.215694354,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,800,47,3.6,37.07991101,-2.706893555,0,729.4,56.62152232,-0.108969292,0,733,0.254718034,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1000,47,7.2,36.46093046,-4.679781521,0,910.4,55.81995344,-0.127162249,0,918.8,0.406872639,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1200,47,11,33.8501792,-7.946041714,0,1101,55.02099494,-0.214824255,0,1113,0.578790444,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1500,47,21.2,34.24403017,-6.391970471,0,1364,53.17387674,-0.276893078,0.000172662,1384,1.017456019,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1800,47,55.4,31.93983283,-6.257209313,0,1597.6,47.65850407,-0.385576987,0.013559531,1651.4,2.839490807,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,2000,47,197,19.77262265,-4.648655761,18.13210972,1614.6,37.54338062,-0.251905454,2.370057348,1808.2,17.71017782,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,600,47,2.4,35.23591531,-5.862069936,0,552.2,56.87129879,0.001879623,0,554.6,0.195630297,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,800,47,2.6,37.36259669,-1.435449065,0,730.4,56.47564415,-0.055662336,0,733,0.252251111,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1000,47,7.2,35.54277479,-5.46732932,0,910.4,55.65762158,-0.075030078,0,918.8,0.436125693,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1200,47,9.2,34.1892648,-7.847621116,0,1102.8,54.90396755,-0.121704176,0,1113,0.575936588,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1500,47,18.4,34.57835636,-5.892797391,0,1366.4,52.79881529,-0.238686027,0.000186514,1383.8,1.067258926,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1800,47,42.2,32.52181356,-6.363827667,0,1610.6,48.36698141,-0.312692036,0.006142489,1651,2.529275744,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,2000,47,156.6,22.74856409,-4.746758804,12.45911814,1654.8,39.66937029,-0.07933801,3.991082114,1810.8,15.80600223,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,600,47,1.2,27.23588492,-5.960600693,0,553.6,57.03695629,-0.038118994,0,554.6,0.274439845,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,800,47,0.8,20.84252374,-3.372581333,0,732.2,56.60122294,-0.0217486,0,733,0.357452305,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1000,47,1.2,31.49481463,-1.251249472,0,916.4,55.90357286,-0.014829061,0,918.8,0.49683759,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1200,47,4,35.29993343,-6.235306239,0,1107.8,55.14776843,-0.025179932,0,1113,0.690751889,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1500,47,7.6,36.29647976,-4.535732603,0,1377.2,53.41799549,-0.076149189,0,1383.8,1.124676346,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1800,47,15,33.4182008,-5.950468773,0,1638.2,50.65799775,-0.039272132,0,1652.2,2.070762759,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,2000,47,32.6,31.15327993,-5.795573835,0.2488,1788.8,46.84548545,0.107983771,0.001418059,1820,3.749189283,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,600,47,1.2,27.23588492,-5.960600693,0,553.6,57.03538959,-0.038574325,0,554.6,0.275218052,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,800,47,1,20.87658287,-3.393013358,0,732,56.5797449,-0.019627285,0,733,0.365037739,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1000,47,1.4,38.21732175,-3.287945388,0,916.2,55.87786778,-0.004425033,0,918.8,0.507979001,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1200,47,4.4,35.61963526,-5.814910672,0,1107.4,55.07441448,-0.032754903,0,1113,0.706111539,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1500,47,8.6,36.17020134,-4.953456397,0,1376.4,53.45536255,-0.06727649,0,1383.8,1.123653287,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1800,47,18.8,32.94453855,-5.860485738,0,1634.2,50.2757104,-0.077158964,0.0006545,1652.6,2.20125687,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,2000,47,37.8,30.89754603,-5.8549163,0.831034483,1784.2,45.99512566,0.133967109,0.01302562,1820.8,4.340490392,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,600,47,1.2,26.63236885,-5.375575782,0,553.8,57.04690803,-0.050491009,0,554.6,0.284058418,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,800,47,1,27.68773878,-3.372581333,0,732,56.6024565,-0.06161754,0,733,0.380167948,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1000,47,2,36.92453304,-2.096747713,0,915.6,56.00655769,-0.042263829,0,918.8,0.519525057,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1200,47,2,28.43832558,-5.551661805,0,1109.8,55.2966839,-0.048789348,0,1113,0.694517217,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1500,47,6.4,35.64412062,-5.188221466,0,1378.6,53.40300616,-0.07623604,0,1383.8,1.236161963,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1800,47,11.4,34.1812699,-5.490675838,0,1641.2,50.94268674,0.007532273,0.000143369,1651.8,2.114018451,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,2000,47,28.8,31.20916105,-5.556698149,0,1792.6,47.00254517,0.080351436,9.18E-05,1821,3.873002731,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,600,47,8.2,36.22372269,-4.520254709,0,546.6,57.14092809,-0.249110151,0,554.8,0.297299141,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,800,47,15.6,35.29308397,-4.075294323,0,717.4,56.70376299,-0.258389802,0,732.8,0.354978513,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1000,47,31.2,33.79912015,-6.291066377,0,886.6,55.7674319,-0.457987259,0,918.8,0.650591073,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1200,47,46.8,34.09054985,-5.991793255,0,1064.8,54.5353624,-0.550129203,0,1113.4,0.946346224,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1500,47,127,29.04045322,-5.990341843,0.689818182,1258.2,48.95733014,-1.000071554,0.05822682,1385.4,3.674368731,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1800,47,452.8,8.306550525,-1.384326515,50.2396822,1159.2,23.02078177,-0.378872828,15.72055772,1607.8,59.27940103,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,2000,47,543,4.945149123,-0.074853814,159.7681468,1074.4,13.59992696,0.184217397,93.33395209,1615.2,201.9310342,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,600,47,3.8,34.29036442,-9.294335805,0,551.2,56.69113255,-0.071555303,0,554.8,0.281226882,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,800,47,5.6,36.22525296,-6.013053305,0,727.2,56.25741849,-0.121402821,0,732.8,0.320783096,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1000,47,11.6,35.64648567,-5.801135974,0,906.2,55.43367768,-0.182144961,0,918.6,0.486850067,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1200,47,22.4,33.62188098,-6.657283456,0,1089,54.3069461,-0.266869624,0,1113.2,0.796658301,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1500,47,39,30.94010105,-6.172092239,0.105957447,1346.8,51.26465878,-0.394576997,0.008934262,1385,1.774407204,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1800,47,156.4,21.95987362,-5.163872391,8.260169423,1493.8,37.95581385,-0.38186257,1.115888527,1647.6,12.70174416,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,2000,47,465.8,6.462726251,-0.52161614,108.0804772,1189.8,17.38974277,0.247479101,82.51987267,1649.8,160.7604133,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,600,47,3.6,33.98655341,-9.751171909,0,551.4,56.66538457,-0.050517691,0,554.8,0.288449353,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,800,47,5.2,36.50276245,-5.950764601,0,727.8,56.22808515,-0.08821748,0,733,0.320274653,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1000,47,11.2,34.87415471,-5.971260512,0,906.6,55.42442587,-0.161134811,0,918.6,0.500763698,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1200,47,22.4,33.68930709,-6.998217387,0,1089,54.22745143,-0.278840213,0,1113.2,0.827858972,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1500,47,35.4,31.49407037,-6.198286039,0,1350.2,51.29083042,-0.403358568,0.000481752,1384.8,1.668781869,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1800,47,178,20.79779044,-4.352745515,18.32892298,1456.8,38.47581174,-0.251590468,4.521431226,1631.6,21.06004856,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,2000,47,532,6.319946696,-0.476781558,97.81413247,1099.6,13.79828943,0.19656311,85.82465007,1624.4,163.9871386,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,600,47,3,34.89103112,-8.211510203,0,551.8,56.75401091,-0.041218662,0,554.8,0.247891942,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,800,47,5,36.14050959,-6.116369184,0,728,56.23690156,-0.08799079,0,733,0.321959897,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1000,47,9.4,34.73696476,-5.953055782,0,908.4,55.43456104,-0.14595456,0,918.6,0.482205873,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1200,47,20.2,34.0197082,-6.844104957,0,1091.2,54.26119392,-0.241934582,0,1113.2,0.794368499,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1500,47,34.4,31.91906561,-5.970670675,0,1351.4,51.25228912,-0.330407032,0.000194757,1385.2,1.655970797,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1800,47,172.6,21.59563346,-4.482500089,12.42556038,1462.4,38.52026013,-0.24305338,2.934598531,1630.6,17.24432302,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,2000,47,509.4,6.87928083,-0.697342152,113.825236,1126,14.45903918,0.295033145,88.73392384,1629.2,174.8620638,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,600,47,2.6,33.25593912,-8.191695868,0,552.2,56.70532241,0.005743181,0,554.8,0.229389868,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,800,47,4,35.57962816,-5.824562498,0,729,56.20860828,-0.037223031,0,733.2,0.302805786,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,1000,47,7.4,34.03878261,-6.348214928,0,910.4,55.31754255,-0.045779313,0,918.6,0.489351862,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,1200,47,17,33.76590997,-7.53194348,0,1094.4,54.29618258,-0.140389241,0,1113.2,0.764706489,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,1500,47,26.8,34.03567051,-5.647710157,0,1358.6,51.97575172,-0.223012384,0,1385,1.34274271,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,1800,47,168.4,22.44298756,-4.696569791,20.11344972,1461,39.32500529,-0.165670095,7.018056839,1625.6,24.34919176,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,5,2000,47,408.8,11.33330008,-1.830577292,88.0785823,1271,21.51131861,0.08865896,69.57132657,1675,132.2085386,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,600,47,1,24.76264908,-7.035115634,0,554,56.88130927,-0.003518633,0,554.8,0.316130928,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,800,47,1.8,35.22518994,-3.341266619,0,731.2,56.36930326,0.00197814,0,733.2,0.405822007,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,1000,47,2.8,28.1398492,-4.453909476,0,915,55.58840026,0.007832276,0,918.6,0.605342283,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,1200,47,5.6,33.87737882,-5.493740496,0,1106,54.65793583,-0.004545243,0,1113.2,0.846402479,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,1500,47,11.2,33.23251912,-5.149727328,0,1374.4,52.52072652,-0.02044614,0,1385,1.451111894,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,1800,47,29,29.17821236,-4.573995538,0.022181818,1624,47.10962155,-0.02246665,0.031787041,1652,4.070069706,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,6,2000,47,93.6,24.08424101,-3.53187991,4.231132359,1719.4,39.3226645,0.206824276,2.043063644,1814,18.01054167,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,600,47,1.2,24.93686746,-7.143842232,0,553.8,56.8757638,-0.013137666,0,554.8,0.319451697,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,800,47,2,35.54572098,-3.8414775,0,731,56.35016777,0.002210352,0,733.2,0.409469344,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,1000,47,2.8,28.1398492,-4.453909476,0,915,55.55442359,0.010286709,0,918.6,0.604003375,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,1200,47,5.6,35.20538915,-5.254684286,0,1106,54.71247009,-0.006471772,0,1113.2,0.811574003,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,1500,47,12,33.08617612,-4.985496217,0,1373.6,52.60199468,-0.060544769,0.00047513,1385,1.411971211,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,1800,47,31.8,29.46705824,-3.967872648,0,1621.2,47.20920175,0.051485583,0.026332698,1652.2,4.032395014,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,7,2000,47,144.4,20.62650006,-3.069168672,22.04584426,1633,36.89093996,0.195192825,9.00506631,1776,34.80390165,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,600,47,1,24.58002985,-6.75092857,0,554,56.88779002,-0.015383745,0,554.8,0.332752926,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,800,47,1.6,27.37855973,-4.89718856,0,731.4,56.29248813,-0.047424117,0,733.2,0.451593226,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,1000,47,3.8,35.56024157,-4.280197832,0,914,55.73124326,-0.04165301,0,918.6,0.61556163,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,1200,47,5.2,32.96561488,-5.014326089,0,1106.4,54.60562268,-0.034753633,0,1113.2,0.919488262,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,1500,47,10,33.71366875,-5.376787296,0,1375.6,52.73855668,-0.069311702,0,1385,1.465079512,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,1800,47,24.2,30.73325352,-4.643902619,0,1629,47.97434834,0.039759328,0.003215729,1653,3.692849486,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,8,2000,47,82.8,26.47561042,-3.992212247,0.346044444,1733.2,39.81955911,0.220975693,2.281976311,1816,16.26227094,,,
