link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,MPR,truck,Distr.,Volume,TTCs,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1200,47,15.8,33.84550035,-3.888731236,0,1096.8,49.45801104,0.097393984,0,1113,1.504641119,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1500,47,34.4,32.28891235,-3.123510571,0,1350.6,45.31154062,0.273546983,0.003049593,1383.8,3.410382753,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1800,47,301.8,17.4853473,-2.277914447,10.30298642,1274.6,24.49430472,0.517689941,24.77354706,1571.2,61.7214426,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,2000,47,551.2,7.70382674,-0.400206098,47.43853271,945.6,11.34278609,0.296329681,136.9277265,1491.2,208.8441843,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,600,47,3.4,35.43896403,-2.340433816,0,551.2,53.39124917,0.014450771,0,554.8,0.549692256,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,800,47,3.4,35.10510335,-5.747729845,0,729.6,52.6008311,-0.014383811,0,733.4,0.772197473,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1000,47,7,35.92756178,-3.526731374,0,911.2,51.45195218,0.101445791,0,918.8,1.118332239,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1200,47,10.4,34.10669954,-2.917933349,0,1102.4,49.69701691,0.228088516,0.000301602,1113.2,1.81701337,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1500,47,29.4,32.57106155,-3.381386346,0,1356.6,45.39287939,0.395723627,0,1385.4,3.98301077,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1800,47,135.8,24.73155542,-2.538128145,1.005761968,1483.8,33.4944282,0.973543046,8.797765336,1617.6,31.74197089,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,2000,47,478.6,9.471564386,-0.699926821,26.63105439,1061.4,14.33388,0.487160555,103.7080114,1535.2,175.0903143,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,600,47,18,35.45639081,-5.476870916,0,536.8,53.74682574,-0.594594283,0,554.6,0.632097515,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,800,47,30.6,34.65616468,-4.09538299,0,702.4,53.03768146,-0.593302917,0.000282885,733.2,0.777581255,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1000,47,50.6,33.81902531,-5.487117625,0,867.4,51.00748425,-0.763082093,0,918.6,1.224538312,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1200,47,106.4,31.31577992,-5.169502813,0.030728477,1006,47.30386217,-1.046021555,0.019598206,1113.4,2.697889261,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1500,47,431.2,13.64522024,-2.785646988,13.89902621,928.8,21.61296732,-0.746417166,13.79544541,1355.6,41.34908734,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1800,47,584.2,6.175213196,-0.109686753,117.0406581,788.6,7.890535046,0.070058518,152.0257666,1371,236.8755332,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,2000,47,589.4,6.146748951,-0.148614761,132.058086,780.6,7.67495353,0.143304408,179.0053226,1370.8,265.789027,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,600,47,12.8,35.03197939,-4.869151233,0,542,52.95294901,-0.163878347,0,554.8,0.546579333,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,800,47,19.8,34.6170754,-4.359042514,0,713.2,52.25019323,-0.159018272,0,733.2,0.680858211,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1000,47,31.2,34.85516153,-3.77548311,0,887,50.74074641,-0.323481112,0,919,0.986300028,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1200,47,64.4,32.08603499,-4.579990817,0,1048.2,47.60076834,-0.44894548,0.038061244,1113.4,2.132576735,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1500,47,347,14.46426655,-2.595334324,12.1746368,1016.6,26.44520834,-0.424858499,11.33505591,1360.4,34.92175444,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1800,47,589.2,6.279733494,-0.151842053,83.7522684,788.6,7.957182419,0.080206286,158.1732708,1376.6,231.4806611,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,2000,47,602,6.276794767,-0.037749691,90.70865327,774.2,7.307239828,0.078037689,182.1862664,1378.2,255.5688756,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,600,47,10.2,34.2075346,-6.219265452,0,544.6,52.87452316,-0.133961899,0,554.8,0.565731051,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,800,47,13.2,35.39676925,-4.547145072,0,719.8,52.25509404,-0.156293122,0,733.4,0.631909703,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1000,47,20.6,34.34087114,-5.187083548,0,897.6,50.52325569,-0.212599236,0,918.6,1.070717067,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1200,47,44,32.02933878,-5.104376849,0,1068.8,48.07981157,-0.303969604,0.00158227,1113.4,1.911523422,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1500,47,194,19.96316779,-3.702207587,4.719575258,1186.2,36.13283666,-0.335002396,2.975872058,1379.2,15.33241063,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1800,47,572.6,6.339162281,-0.249975083,73.64701644,800.4,8.02748706,0.134442856,157.1816425,1369.6,227.4480719,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,2000,47,584,6.204037141,-0.052512225,83.28782439,788.2,7.438137241,0.080997682,182.9087746,1370.6,256.2567484,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,600,47,9.6,34.7424482,-6.073860016,0,545.2,52.94603197,-0.11146156,0,554.8,0.539855547,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,800,47,13.8,35.17266287,-5.119725245,0,719.2,52.23141046,-0.129148195,0,733.4,0.643018461,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1000,47,19.6,34.60252759,-4.571664271,0,898.6,50.77629327,-0.172602847,0,918.6,0.982574708,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1200,47,40,32.45848719,-5.284434987,0,1072.8,48.37207641,-0.2718469,0.00945014,1113.4,1.771104181,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1500,47,188,21.84537721,-4.505468605,2.926756892,1195.2,35.28273768,-0.320162442,2.01701885,1382,13.34919418,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1800,47,575.4,6.56935282,-0.311159264,73.12149955,801.4,8.443207474,0.065827523,148.6715242,1374.2,219.14108,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,2000,47,583.6,6.082404407,-0.097820607,84.98639831,795.6,7.598064011,0.100999883,179.6651533,1377.8,253.8063773,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,600,47,6.6,35.48678836,-5.727333815,0,548.2,52.88883017,0.051017516,0,554.8,0.481878394,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,800,47,8.8,34.91239998,-4.526726092,0,724.2,52.07628505,0.006096185,0,733.4,0.6434285,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1000,47,13.4,35.34808623,-3.021673848,0,904.8,50.60766201,-0.017152086,0,918.4,1.007587976,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1200,47,25.8,32.46859582,-4.746699531,0,1087,48.43507696,-0.023014092,0.000632395,1113.4,1.81491656,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1500,47,118.8,24.73042485,-4.916469543,1.532071346,1265,38.50218248,-0.008784523,1.468344364,1383.2,10.11165461,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,1800,47,575.6,6.48913155,-0.23845617,67.1282806,807.8,8.386704163,0.064750702,147.0821157,1381.6,218.0798452,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,2000,47,580.8,6.223735898,-0.042323339,79.50180422,793,7.975710539,0.110320793,180.7601429,1373,253.5960387,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,600,47,3.4,35.48051818,-3.763634953,0,551.2,52.94249301,0.059236998,0,554.8,0.572680813,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,800,47,6.4,35.42931995,-6.114647767,0,726.8,52.14657279,0.017818692,0,733.4,0.758245141,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1000,47,9,34.49323899,-3.751955868,0,909.2,50.77736276,0.102005195,0,918.6,1.140881689,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1200,47,16.4,32.9305165,-4.310603018,0,1096.8,48.3990362,0.0975913,0,1113.4,2.037329343,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1500,47,48.6,28.51881473,-4.010311873,0.012592593,1336.8,42.33174219,0.418823111,0.249360166,1384.8,6.041572603,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,1800,47,478.8,9.421207004,-0.697856099,36.78889065,957.8,12.58321113,0.382904634,92.35183715,1432.4,155.4303191,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,6,2000,47,558.8,6.722109233,-0.161661812,55.4593648,828,8.401327765,0.176415235,166.3752869,1383,239.2050355,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,600,47,4,35.1007736,-4.571154794,0,550.6,52.91437734,0.071473805,0,554.8,0.57247159,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,800,47,6.6,34.72504676,-6.292203468,0,726.6,52.16078816,0.031947557,0,733.4,0.751345328,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1000,47,10.4,34.52789064,-4.609787168,0,907.8,50.74347181,0.054582466,0,918.6,1.137458785,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1200,47,18.4,32.0024006,-4.50677015,0,1094.6,48.33059692,0.079173588,0.003922346,1113.4,1.994433164,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1500,47,59.8,27.96560837,-4.160900259,0.004299065,1326.2,41.59862672,0.312546259,0.170045102,1385.4,6.291331179,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,1800,47,490,8.461024865,-0.514529188,40.08914063,930.2,12.58968268,0.249016597,105.5993021,1417,172.4810356,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,7,2000,47,557.4,6.601538262,-0.196107803,54.90535139,824.2,8.286523993,0.154780907,170.4320172,1378.6,241.5858212,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,600,47,2.8,34.81339551,-5.581641058,0,552,53.21546636,0.007127201,0,554.8,0.595758159,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,800,47,5.2,35.59651374,-4.569702179,0,728,52.5047535,-0.020758999,0,733.4,0.800190616,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1000,47,10,35.36615896,-3.483091715,0,908.2,50.93330561,0.086726764,0,918.6,1.316113626,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1200,47,10.6,32.78093583,-4.348120439,0,1102.6,48.96031306,0.170920375,0.003557522,1113.4,2.139407382,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1500,47,34.4,29.58951632,-3.699592908,0,1350.8,42.66031905,0.550342289,0.063255877,1384.8,6.731467651,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,1800,47,297.4,16.25556362,-1.577019594,15.22358592,1215.2,20.2692032,0.818883276,49.17756064,1508.8,106.6154128,,,,,,,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,8,2000,47,507.2,7.798027318,-0.349745326,41.10417419,902,10.36235827,0.241726525,147.0184475,1405,220.5669523,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,600,47,5.6,35.46981254,-4.383059092,0,549.2,57.62184614,-0.339521434,0,554.6,0.20171758,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,800,47,11.8,37.6201554,-1.771342906,0,721.2,57.30409309,-0.361898583,0,733,0.230522818,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1000,47,21,35.26200419,-4.778198059,0,896.6,56.5650378,-0.451631966,0,918.8,0.393209695,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1200,47,39.2,34.44449476,-5.90057783,0,1072.4,55.66671659,-0.562915001,0,1113.2,0.673682319,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1500,47,74.2,33.06928973,-6.396928214,0,1311,53.41512899,-0.812760865,0.000126283,1383.8,1.460438847,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,1800,47,211,18.0285806,-4.228975547,33.77078149,1439.8,45.17767455,-1.205260859,0.953653315,1644.2,14.57707663,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,1,2000,47,449.4,6.248637392,-0.555292886,93.31371071,1319.8,26.64395056,-0.259504949,27.69554089,1761.8,86.68591373,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,600,47,3.8,35.76093522,-4.575115391,0,551,57.056862,-0.068567236,0,554.6,0.194016702,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,800,47,6.2,38.84243476,-1.9984466,0,726.8,56.64869289,-0.075337701,0,733,0.241149368,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1000,47,11.8,36.27998035,-4.601329482,0,905.8,55.94393905,-0.131113362,0,919,0.383852829,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1200,47,21.2,35.01924647,-5.038125478,0,1090.8,55.10830037,-0.242508903,0,1113.4,0.560015748,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1500,47,39.4,33.82821172,-5.984098341,0,1345.8,52.99932664,-0.33120619,0.000503704,1384,1.133019336,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,1800,47,111.4,27.44853349,-6.681581193,3.611940228,1542,45.95294563,-0.71794074,0.113411085,1652.6,4.769944134,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,2,2000,47,315.2,12.30207463,-2.76531194,60.37165321,1475.2,34.09403063,-0.561223469,8.12193523,1780.6,37.43647058,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,600,47,3.2,34.84817598,-5.516272433,0,551.6,56.98741053,-0.080057882,0,554.6,0.209093419,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,800,47,4.2,36.55057348,-3.751816581,0,728.8,56.62873258,-0.10372305,0,733,0.249276246,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1000,47,8.4,37.66529443,-3.44118673,0,909.2,55.88195462,-0.150682216,0,918.8,0.394492051,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1200,47,12.8,33.86197671,-7.599573652,0,1099.2,55.07840781,-0.215371617,0,1113.2,0.554137486,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1500,47,26.8,34.21517968,-6.117120956,0,1358.4,53.13453764,-0.304130309,0,1383.8,1.023050816,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,1800,47,66,31.10254096,-6.578863809,0.259408233,1586.8,47.5792639,-0.484097914,0.020509118,1651,3.030567583,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,3,2000,47,250.6,16.07048206,-3.59971371,39.51978455,1545.8,36.16876921,-0.36717994,7.678328747,1789.4,30.15004874,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,600,47,3.2,34.83566113,-5.656341011,0,551.6,56.96955459,-0.082309484,0,554.6,0.209966106,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,800,47,4.4,36.69954595,-4.142368372,0,728.6,56.63623832,-0.088193258,0,733,0.251657059,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1000,47,8.2,37.52646895,-3.22706973,0,909.4,55.90765382,-0.129221162,0,918.8,0.391924174,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1200,47,13.2,34.40610087,-6.972471243,0,1098.8,55.04088053,-0.235119715,0,1113.2,0.564942734,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1500,47,29,33.86685577,-6.124390722,0,1356.2,53.02888625,-0.342272104,0.000245487,1383.8,1.07512987,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,1800,47,75.8,30.2674773,-6.647652658,0.62736525,1577,46.81220738,-0.49659372,0.052751248,1651,3.540552272,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,4,2000,47,208.6,16.11088953,-3.292117852,58.53854959,1595.2,37.723181,-0.282897856,8.426606679,1798,32.08358533,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,600,47,2.4,35.23591531,-5.862069936,0,552.2,56.87129879,0.001879623,0,554.6,0.195630297,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,800,47,2.6,37.36259669,-1.435449065,0,730.4,56.47564415,-0.055662336,0,733,0.252251111,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1000,47,7.2,35.54277479,-5.46732932,0,910.4,55.65762158,-0.075030078,0,918.8,0.436125693,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1200,47,9.2,34.1892648,-7.847621116,0,1102.8,54.90396755,-0.121704176,0,1113,0.575936588,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1500,47,18.4,34.57835636,-5.892797391,0,1366.4,52.79881529,-0.238686027,0.000186514,1383.8,1.067258926,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,1800,47,42.2,32.52181356,-6.363827667,0,1610.6,48.36698141,-0.312692036,0.006142489,1651,2.529275744,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,5,2000,47,156.6,22.74856409,-4.746758804,12.45911814,1654.8,39.66937029,-0.07933801,3.991082114,1810.8,15.80600223,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,600,47,1.6,33.63307156,-7.855952918,0,553,56.88169185,0.011671581,0,554.6,0.246322763,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,800,47,3,29.63947572,-3.535806504,0,730,56.40028769,-0.010149289,0,733,0.321703407,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1000,47,3.8,29.68144121,-3.537505061,0,913.8,55.72036426,0.011937259,0,918.8,0.463018346,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1200,47,6,35.81681308,-2.835986829,0,1106,54.97382936,-0.018818712,0,1113.2,0.651384968,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1500,47,11.2,35.76707118,-5.716174056,0,1373.6,53.01693595,-0.101613288,0,1384,1.073300403,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,1800,47,23,33.12991536,-6.317809136,0,1629.8,49.26176312,-0.063773807,0,1651.4,2.297641189,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,6,2000,47,52,30.38198924,-6.045015709,0.45,1770,44.69289941,0.18771375,0.048560166,1821.2,4.979335221,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,600,47,1.6,33.63307156,-7.855952918,0,553,56.88948141,0.006473114,0,554.6,0.245821742,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,800,47,3.2,29.47996767,-3.814053941,0,729.8,56.40599918,-0.016872317,0,733,0.32176871,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1000,47,3.8,29.29793048,-3.614645487,0,913.8,55.73434689,0.007468729,0,918.8,0.459235076,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1200,47,6.8,37.55115464,-2.603969014,0,1105.2,54.93811993,-0.015030865,0,1113.2,0.651011076,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1500,47,11.2,35.32962763,-6.186145948,0,1373.6,52.8801669,-0.10088702,0,1384,1.103087218,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,1800,47,23.8,32.84412676,-6.365728094,0,1629,49.37667116,-0.089516235,0,1651.6,2.225277851,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,7,2000,47,54.4,30.55368311,-6.30233028,0.164590164,1767.6,44.79501509,0.151403495,0.00329805,1822,4.675775041,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,600,47,1.4,26.58081025,-6.583638288,0,553.4,57.0685669,-0.049252833,0,554.6,0.280169853,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,800,47,1.6,20.48820589,-4.715279296,0,731.4,56.59016732,-0.059011606,0,733,0.376716468,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1000,47,2.2,21.80480964,-3.055774061,0,915.4,55.95218531,-0.049708416,0,918.8,0.533923449,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1200,47,2.4,30.19838929,-3.283566141,0,1109.4,55.3162668,-0.033858337,0,1113,0.686581738,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1500,47,8.8,34.4750521,-5.340181952,0,1376,53.44839668,-0.043495256,0,1383.8,1.242791116,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,1800,47,13,33.36791192,-5.860190379,0,1639.4,50.49126537,0.004120242,0,1651.4,2.265753141,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.18,0.02,8,2000,47,25.6,32.75006999,-5.34302444,0,1797,47.35630825,0.241442931,0.005,1822.8,3.978074197,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,600,47,8.2,36.22372269,-4.520254709,0,546.6,57.14092809,-0.249110151,0,554.8,0.297299141,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,800,47,15.6,35.29308397,-4.075294323,0,717.4,56.70376299,-0.258389802,0,732.8,0.354978513,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1000,47,31.2,33.79912015,-6.291066377,0,886.6,55.7674319,-0.457987259,0,918.8,0.650591073,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1200,47,46.8,34.09054985,-5.991793255,0,1064.8,54.5353624,-0.550129203,0,1113.4,0.946346224,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1500,47,127,29.04045322,-5.990341843,0.689818182,1258.2,48.95733014,-1.000071554,0.05822682,1385.4,3.674368731,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,1800,47,452.8,8.306550525,-1.384326515,50.2396822,1159.2,23.02078177,-0.378872828,15.72055772,1607.8,59.27940103,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,1,2000,47,543,4.945149123,-0.074853814,159.7681468,1074.4,13.59992696,0.184217397,93.33395209,1615.2,201.9310342,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,600,47,5,35.49565032,-4.473034205,0,549.8,56.77081094,-0.07246703,0,554.8,0.263397473,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,800,47,10.2,35.68881939,-5.145276345,0,722.6,56.27729696,-0.092185142,0,732.8,0.334882744,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1000,47,17.8,34.9737717,-5.513154479,0,900,55.3741832,-0.175324096,0,918.8,0.523320313,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1200,47,33.6,34.54214013,-5.510482766,0,1077.8,54.25027915,-0.311995715,0,1113.6,0.831265874,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1500,47,54.6,31.93523087,-6.184362491,0,1331,51.29131299,-0.488555287,0.00109589,1385.2,1.673510365,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,1800,47,317.8,13.57626128,-3.127899775,33.05830526,1308,31.45062106,-0.387670993,14.30533584,1619,43.23577564,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,2,2000,47,557.6,4.94775006,-0.174892413,128.8167351,1037.2,12.13157406,0.203907924,114.3629348,1593,206.5494419,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,600,47,3.4,33.78832594,-9.796722157,0,551.6,56.69353087,-0.044579934,0,554.8,0.280445662,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,800,47,5.6,34.85301712,-6.968376064,0,727.4,56.25119041,-0.08547906,0,733,0.320649673,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1000,47,10.8,34.59525923,-6.29168577,0,907,55.47409271,-0.142013696,0,918.6,0.47756491,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1200,47,22.2,33.48317712,-6.751995137,0,1089.4,54.4147329,-0.275660896,0,1113.4,0.762787728,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1500,47,36.2,32.38473915,-6.228102364,0,1349.2,51.75628475,-0.362086086,0.002907489,1385.4,1.465187532,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,1800,47,132,25.06135665,-5.898316225,6.219669322,1519.6,40.56260273,-0.454667007,0.325259899,1651,8.475507665,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,3,2000,47,469.6,5.916769777,-0.409975462,118.249869,1171.4,18.60233448,0.168178133,87.56972912,1633.6,166.0704498,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,600,47,2.8,34.59106039,-7.459117765,0,552,56.79267453,-0.040928185,0,554.8,0.234599599,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,800,47,5.6,34.73129582,-7.430566123,0,727.4,56.26367868,-0.068116587,0,733,0.319694811,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1000,47,9.6,34.894597,-5.538578491,0,908.2,55.51623139,-0.121598413,0,918.6,0.453130416,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1200,47,21.6,33.55545638,-6.966914496,0,1090,54.39046987,-0.245826203,0,1113.4,0.745970745,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1500,47,36,32.92618627,-5.795664078,0,1349.2,51.93419887,-0.321688401,0.000325364,1385,1.420568413,,,,,,,,,
7 : AV-WZ,0.79,0.01,0.1,0.1,4,1800,47,232,19.84629011,-4.271853533,25.7917052,1388.4,34.75632955,-0.279750292,17.47511154,1616.4,40.66984812,,,,,,,,,
